"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"484","Erik Ezukanma","WR","MIA","12","WR171","641.0","3.4","8","0.43","18","0","0","0","0","0","-","-","-","2.4","1.4","14.8","0.1","-","-","-","-","-"
"485","Zach Davidson","TE","BUF","7","TE122","678.0","3.3","14","0.23","11","0","0","0","0","0","-","-","-","2.0","1.6","12.1","0.1","-","-","-","-","-"
"486","Kaden Prather","WR","BUF","7","WR272","689.3","3.2","14","0.23","18","0","0","0","0","0","-","-","-","2.0","1.2","13.8","0.1","-","-","-","-","-"
"487","Isaiah Williams","WR","CIN","10","-","2630.0","3.1","10","0.31","18","0","0","0","0","0","-","-","-","1.8","1.3","13.2","0.1","-","-","-","-","-"
"488","Davis Allen","TE","LA","8","TE158","690.6","3.1","15","0.21","11","0","0","0","0","0","-","-","-","1.9","1.4","11.6","0.1","-","-","-","-","-"
"489","Robbie Ouzts","RB","SEA","8","RB134","683.5","2.7","15","0.18","18","0","0","0","0","0","0.7","3.1","0.0","1.3","0.9","11.7","0.0","-","-","-","-","-"
"490","Jackson Hawes","TE","BUF","7","TE149","688.6","2.6","14","0.19","11","0","0","0","0","0","-","-","-","1.6","1.1","11.5","0.1","-","-","-","-","-"
"491","Luke Lachey","TE","HST","6","TE118","675.3","2.6","10","0.26","11","0","0","0","0","0","-","-","-","1.6","1.1","11.5","0.1","-","-","-","-","-"
"492","Michael Gallup","WR","WAS","12","WR321","696.5","2.5","10","0.25","18","0","0","0","0","0","-","-","-","1.5","1.0","11.3","0.1","-","-","-","-","-"
"493","Brady Russell","TE","SEA","8","TE64","561.0","2.5","10","0.25","11","0","0","0","0","0","-","-","-","1.5","1.0","10.7","0.1","-","-","-","-","-"
"494","Travis Vokolek","TE","ARZ","8","TE79","636.8","2.4","10","0.24","11","0","0","0","0","0","-","-","-","1.5","1.2","9.0","0.1","-","-","-","-","-"
"495","Ko Kieft","TE","TB","9","TE48","347.0","2.4","15","0.16","11","0","0","0","0","0","-","-","-","1.4","1.0","8.4","0.1","-","-","-","-","-"
"496","Dylan Laube","RB","LV","8","RB164","689.0","2.2","8","0.27","18","0","0","0","0","0","2.0","8.4","0.0","0.7","0.6","4.3","0.0","-","-","-","-","-"
"497","Emani Bailey","RB","CAR","14","RB91","472.0","2.2","10","0.22","18","0","0","0","0","0","3.3","13.7","0.1","0.3","0.2","1.8","0.0","-","-","-","-","-"
"498","LaJohntay Wester","WR","BLT","7","WR146","580.8","2.1","10","0.21","18","0","0","0","0","0","-","-","-","1.3","0.8","9.8","0.1","-","-","-","-","-"
"499","Tim Jones","WR","MIN","6","WR105","311.0","2.0","15","0.14","18","0","0","0","0","0","-","-","-","1.3","0.9","8.7","0.0","-","-","-","-","-"
"500","Patrick Ricard","RB","BLT","7","-","2695.0","2.0","15","0.13","18","0","0","0","0","0","-","-","-","1.3","1.0","7.2","0.1","-","-","-","-","-"
"501","Clyde Edwards-Helaire","RB","NO","11","RB194","699.8","2.0","10","0.20","18","0","0","0","0","0","2.5","9.1","0.1","0.5","0.4","2.8","0.0","-","-","-","-","-"
"502","Devin Culp","TE","TB","9","TE81","640.5","2.0","5","0.39","11","0","0","0","0","0","-","-","-","1.1","0.8","7.7","0.1","-","-","-","-","-"
"503","Simi Fehoko","WR","ARZ","8","WR251","683.7","1.9","7","0.27","18","0","0","0","0","0","-","-","-","1.4","0.8","8.7","0.0","-","-","-","-","-"
"504","Zaire Mitchell-Paden","TE","BLT","7","TE78","631.0","1.9","14","0.13","11","0","0","0","0","0","-","-","-","1.1","0.8","7.8","0.1","-","-","-","-","-"
"505","Tanner McLachlan","TE","CIN","10","TE58","499.7","1.6","13","0.13","11","0","0","0","0","0","-","-","-","0.9","0.7","6.7","0.0","-","-","-","-","-"
"506","Greg Dulcich","TE","NYG","14","TE160","691.3","1.6","8","0.20","11","0","0","0","0","0","-","-","-","1.1","0.7","6.6","0.0","-","-","-","-","-"
"507","George Holani","RB","SEA","8","RB106","622.2","1.5","10","0.15","18","0","0","0","0","0","1.6","5.2","0.0","0.7","0.6","1.6","0.0","-","-","-","-","-"
"508","David Martin-Robinson","TE","TEN","10","TE71","610.0","1.5","5","0.29","11","0","0","0","0","0","-","-","-","0.8","0.7","5.5","0.0","-","-","-","-","-"
"509","Dee Eskridge","WR","MIA","12","WR119","460.0","1.4","8","0.18","18","0","0","0","0","0","-","-","-","0.9","0.6","6.1","0.0","-","-","-","-","-"
"510","Nikola Kalinic","TE","ATL","5","TE56","492.7","1.4","14","0.10","11","0","0","0","0","0","-","-","-","0.8","0.6","6.2","0.0","-","-","-","-","-"
"511","D.J. Williams","RB","TB","9","-","2750.0","1.4","5","0.27","18","0","0","0","0","0","1.3","5.3","0.0","0.5","0.4","2.8","0.0","-","-","-","-","-"
"512","Brayden Willis","TE","SF","14","TE175","697.5","1.3","10","0.13","11","0","0","0","0","0","-","-","-","0.8","0.6","5.7","0.0","-","-","-","-","-"
"513","Zack Kuntz","TE","NYJ","9","TE141","687.3","1.3","10","0.13","11","0","0","0","0","0","-","-","-","0.8","0.6","5.6","0.0","-","-","-","-","-"
"514","Irv Smith","TE","HST","6","TE165","692.7","1.2","9","0.14","11","0","0","0","0","0","-","-","-","0.9","0.6","4.5","0.0","-","-","-","-","-"
"515","Nikko Remigio","WR","KC","10","WR216","673.0","1.2","5","0.25","18","0","0","0","0","0","-","-","-","0.9","0.5","5.8","0.0","-","-","-","-","-"
"516","Chris Rodriguez Jr.","RB","WAS","12","RB168","691.1","1.2","8","0.15","18","0","0","0","0","0","2.0","8.9","0.0","-","-","-","-","-","-","-","-","-"
"517","Terrell Jennings","RB","NE","14","RB96","547.5","1.2","5","0.23","18","0","0","0","0","0","2.3","7.6","0.0","0.1","0.1","0.9","0.0","-","-","-","-","-"
"518","Xavier Smith","WR","LA","8","WR281","690.0","0.9","10","0.09","18","0","0","0","0","0","-","-","-","0.5","0.4","3.8","0.0","-","-","-","-","-"
"519","Laquon Treadwell","WR","IND","11","WR137","544.0","0.9","10","0.09","18","0","0","0","0","0","-","-","-","0.6","0.3","4.3","0.0","-","-","-","-","-"
"520","Dante Miller","RB","NYG","14","RB161","687.4","0.9","5","0.17","18","0","0","0","0","0","1.2","4.8","0.0","0.2","0.1","0.9","0.0","-","-","-","-","-"
"521","Anthony Gould","WR","IND","11","WR267","688.0","0.7","10","0.07","18","0","0","0","0","0","-","-","-","0.5","0.3","3.5","0.0","-","-","-","-","-"
"522","Tom Kennedy","WR","DET","8","WR240","680.0","0.6","10","0.06","18","0","0","0","0","0","-","-","-","0.4","0.2","2.6","0.0","-","-","-","-","-"
"523","Stephen Carlson","TE","CHI","5","TE213","999.0","0.5","10","0.05","11","0","0","0","0","0","-","-","-","0.3","0.2","1.9","0.0","-","-","-","-","-"
"524","Kenny Yeboah","TE","DET","8","TE62","531.5","0.5","10","0.05","11","0","0","0","0","0","-","-","-","0.3","0.2","2.0","0.0","-","-","-","-","-"
"525","Kene Nwangwu","RB","NYJ","9","RB190","699.0","0.2","8","0.03","18","0","0","0","0","0","0.4","1.5","0.0","-","-","-","-","-","-","-","-","-"
